Date,Title,Artist
2001-06-25,Midwest Swing,St. Lunatics
2001-07-02,I'm Real,Jennifer Lopez Featuring Ja Rule
2001-07-02,Laredo,Chris Cagle
2001-07-02,The Way,Jill Scott
2001-07-09,Contagious,The Isley Brothers Featuring Ronald Isley
2001-07-09,One Minute Man,"Missy ""Misdemeanor"" Elliott"
2001-07-09,Only Time,Enya
2001-07-09,Area Codes,Ludacris Featuring Nate Dogg
2001-07-09,Miss California,Dante Thomas Featuring Pras
2001-07-09,Just A Baby Boy,Snoop Dogg Featuring Tyrese & Mr. Tan
2001-07-16,Take You Out,Luther Vandross
2001-07-16,Only In America,Brooks & Dunn
2001-07-16,I'm A Believer,Smash Mouth
2001-07-16,Why They Call It Falling,Lee Ann Womack
2001-07-16,Sandstorm,Darude
2001-07-16,Can't Deny It,Fabolous Featuring Nate Dogg
2001-07-16,I'm A Thug,Trick Daddy
2001-07-23,Izzo (H.O.V.A.),JAY-Z
2001-07-23,Bad Boy For Life,"P. Diddy, Black Rob & Mark Curry"
2001-07-23,Be Like That,3 Doors Down
2001-07-23,Bad Day,Fuel
2001-07-23,The Rock Show,blink-182
2001-07-23,Family Affair,Mary J. Blige
2001-07-23,Differences,Ginuwine
2001-07-23,On A Night Like This,Trick Pony
2001-07-30,Start The Commotion,The Wiseguys
2001-07-30,I Would've Loved You Anyway,Trisha Yearwood
2001-07-30,I'll Fly With You (L'amour Toujours),Gigi D'Agostino
2001-07-30,My Projects,Coo Coo Cal
2001-07-30,Castles In The Sky,Ian Van Dahl Featuring Marsha
2001-08-06,Set It Off,Juvenile
2001-08-06,Six-Pack Summer,Phil Vassar
2001-08-06,Crawling,Linkin Park
2001-08-06,Raise Up,Petey Pablo
2001-08-13,Because I Got High,Afroman
2001-08-13,Turn Off The Light,Nelly Furtado
2001-08-13,Angry All The Time,Tim McGraw
2001-08-13,Don't Mess With The Radio,Nivea
2001-08-13,Ghetto Girls,Lil Bow Wow
2001-08-20,Every Other Time,LFO
2001-08-20,Clint Eastwood,Gorillaz
2001-08-20,Feelin' On Yo Booty,R. Kelly
2001-08-20,Where I Come From,Alan Jackson
2001-08-20,Smooth Criminal,Alien Ant Farm
2001-08-20,Girl Next Door,Musiq Soulchild Featuring Ayana
2001-08-20,Bia' Bia',"Lil Jon & The East Side Boyz Featuring Ludacris, Too Short, Big Kap & Chyna Whyte"
2001-08-20,AM To PM,Christina Milian
2001-08-27,Everywhere,Michelle Branch
2001-08-27,Superman (It's Not Easy),Five For Fighting
2001-08-27,Fat Lip,Sum 41
2001-08-27,Livin' It Up,Ja Rule Featuring Case
2001-08-27,Ugly,Bubba Sparxxx
2001-09-03,You Rock My World,Michael Jackson
2001-09-03,Rock The Boat,Aaliyah
2001-09-03,Lifetime,Maxwell
2001-09-03,How You Remind Me,Nickelback
2001-09-03,So Complicated,Carolyn Dawn Johnson
2001-09-10,When God-Fearin' Women Get The Blues,Martina McBride
2001-09-10,Dance With Me,112
2001-09-10,Love Of My Life,Brian McKnight
2001-09-10,Love Of A Woman,Travis Tritt
2001-09-10,I'm A Survivor,Reba
2001-09-17,Gone,*NSYNC
2001-09-17,Wish You Were Here,Incubus
2001-09-17,U Got It Bad,Usher
2001-09-17,What If,Babyface
2001-09-17,Shine,"Lil' Wayne Featuring Baby, Mack 10 & Mickey"
2001-09-24,God Bless The USA,Lee Greenwood
2001-09-24,Hero,Enrique Iglesias
2001-09-24,The Star Spangled Banner,Whitney Houston
2001-09-24,Stuck In A Moment You Can't Get Out Of,U2
2001-09-24,Emotion,Destiny's Child
2001-09-24,What Am I Gonna Do,Tyrese
2001-09-24,John Doe,Public Announcement Featuring LeLe
2001-10-01,What's Going On,All Star Tribute
2001-10-01,You Gets No Love,Faith Evans
2001-10-01,Angels In Waiting,Tammy Cochran
2001-10-01,Do U Wanna Roll (Dolittle Theme),"R.L., Snoop Dogg & Lil' Kim"
2001-10-08,"Girls, Girls, Girls",JAY-Z
2001-10-08,Caramel,City High Featuring Eve
2001-10-08,I Wanna Talk About Me,Toby Keith
2001-10-08,Dig In,Lenny Kravitz
2001-10-08,Control,Puddle Of Mudd
2001-10-08,Who We Be,DMX
2001-10-08,"Lights, Camera, Action!",Mr. Cheeks
2001-10-15,Drowning,Backstreet Boys
2001-10-15,Where The Stars And Stripes And The Eagle Fly,Aaron Tippin
2001-10-15,I'm A Slave 4 U,Britney Spears
2001-10-15,#1,Nelly
2001-10-15,Fade,Staind
2001-10-15,I'm Tryin',Trace Adkins
2001-10-15,Ballin' Out Of Control,Jermaine Dupri Featuring Nate Dogg
2001-10-22,My Sacrifice,Creed
2001-10-22,Get The Party Started,P!nk
2001-10-22,Run,George Strait
2001-10-22,Riding With Private Malone,David Ball
2001-10-22,"Whenever, Wherever",Shakira
2001-10-22,With Me,Lonestar
2001-10-22,Wrapped Up In You,Garth Brooks
2001-10-22,We Thuggin',Fat Joe Featuring R. Kelly
2001-10-22,Diddy,P. Diddy Featuring The Neptunes
2001-10-22,A Woman's Worth,Alicia Keys
2001-10-29,Alive,P.O.D.
2001-10-29,In The End,Linkin Park
2001-10-29,Fatty Girl,"Ludacris, LL Cool J & Keith Murray"
2001-11-05,Wherever You Will Go,The Calling
2001-11-05,Brotha,Angie Stone
2001-11-05,Break Ya Neck,Busta Rhymes
2001-11-05,Roll Out (My Business),Ludacris
2001-11-05,From Her Mama (Mama Got A**),Juvenile
2001-11-12,Butterflies,Michael Jackson
2001-11-12,Standing Still,Jewel
2001-11-12,Goodbye,Jagged Edge
2001-11-12,Wrapped Around,Brad Paisley
2001-11-12,Always On Time,Ja Rule Featuring Ashanti
2001-11-19,Where Were You (When The World Stopped Turning),Alan Jackson
2001-11-19,Son Of A Gun,"Janet Featuring Missy Elliott, P. Diddy & Carly Simon"
2001-11-26,Good Morning Beautiful,Steve Holy
2001-11-26,Don't You Forget It,Glenn Lewis
2001-11-26,Young'n (Holla Back),Fabolous
2001-12-03,7 Days,Craig David
2001-12-03,Hey Baby,No Doubt Featuring Bounty Killer
2001-12-03,Bring On The Rain,Jo Dee Messina With Tim McGraw
2001-12-10,Take Away,"Missy ""Misdemeanor"" Elliott Featuring Ginuwine & Tweet"
2001-12-10,Bouncin' Back (Bumpin' Me Against The Wall),Mystikal
2001-12-10,No More Drama,Mary J. Blige
2001-12-10,Freedom,Paul McCartney
2001-12-10,Round And Round,Jonell & Method Man
2001-12-10,Got Ur Self A...,Nas
2001-12-17,The Whole World,OutKast Featuring Killer Mike
2001-12-17,Let's Stay Home Tonight,Joe
2001-12-17,Blurry,Puddle Of Mudd
2001-12-17,The Long Goodbye,Brooks & Dunn
2001-12-17,Part II,Method Man & Redman
2001-12-24,The World's Greatest,R. Kelly
2001-12-24,Ooohhhwee,Master P Featuring Weebie
2001-12-24,Welcome To Atlanta,Jermaine Dupri & Ludacris
2001-12-24,Ain't It Funny,Jennifer Lopez Featuring Ja Rule
2001-12-24,Never Too Far/Hero Medley,Mariah Carey
2001-12-24,God Bless America,Daniel Rodriguez
2001-12-31,Uh Huh,B2K
2001-12-31,Nothing In This World,KeKe Wyatt Featuring Avant
2001-12-31,Chop Suey,System Of A Down
2001-12-31,Defy You,The Offspring
2001-12-31,Wasting My Time,Default
2001-12-31,Thank You,Lil Bow Wow Featuring Jagged Edge & Fundisha
2002-01-08,The Cowboy In Me,Tim McGraw
2002-01-08,Blessed,Martina McBride
2002-01-08,Just Let Me Be In Love,Tracy Byrd
2002-01-15,Some Days You Gotta Dance,Dixie Chicks
2002-01-15,In Another World,Joe Diffie
2002-01-15,Runaway,NB Ridaz Featuring Angelina
2002-01-15,Burn,Mobb Deep Featuring Vita & Noyd
2002-01-22,What About Us?,Brandy
2002-01-22,Can't Get You Out Of My Head,Kylie Minogue
2002-01-22,Hey Luv (Anything),Mobb Deep Featuring 112
2002-01-22,Jigga,JAY-Z
2002-01-22,I Love You,Faith Evans
2002-01-22,Hush Lil' Lady,Corey Featuring Lil' Romeo
2002-01-29,Hands Clean,Alanis Morissette
2002-01-29,More Than A Woman,Aaliyah
2002-01-29,I'm Movin' On,Rascal Flatts
2002-01-29,My Sweet Lord,George Harrison
2002-01-29,I Miss You,DMX Featuring Faith Evans
2002-01-29,That's Just Jessie,Kevin Denney
2002-02-05,Oops (Oh My),Tweet
2002-02-05,U Don't Have To Call,Usher
2002-02-05,Girlfriend,*NSYNC Featuring Nelly
2002-02-05,Young,Kenny Chesney
2002-02-05,Youth Of The Nation,P.O.D.
2002-02-05,"I Breathe In, I Breathe Out",Chris Cagle
2002-02-05,Any Other Night,Sharissa
2002-02-12,What's Luv?,Fat Joe Featuring Ashanti
2002-02-12,My List,Toby Keith
2002-02-12,Foolish,Ashanti
2002-02-12,Never,Amanda Perez
2002-02-12,Saturday (Oooh! Ooooh!),Ludacris Featuring Sleepy Brown
2002-02-12,Rapture (Tastes So Sweet),iio
2002-02-19,All You Wanted,Michelle Branch
2002-02-19,Escape,Enrique Iglesias
2002-02-19,Roc The Mic,Beanie Sigel & Freeway
2002-02-19,Anything,Jaheim Featuring Next
2002-02-19,What If She's An Angel,Tommy Shane Steiner
2002-02-19,That's When I Love You,Phil Vassar
2002-02-26,Wrong Impression,Natalie Imbruglia
2002-02-26,A New Day Has Come,Celine Dion
2002-02-26,For You,Staind
2002-02-26,Crawling In The Dark,Hoobastank
2002-02-26,A Thousand Miles,Vanessa Carlton
2002-02-26,Insatiable,Darren Hayes
2002-02-26,Pass The Courvoisier Part II,Busta Rhymes Featuring P. Diddy & Pharrell
2002-03-05,Don't Let Me Get Me,P!nk
2002-03-05,It's Goin' Down,X-Ecutioners
2002-03-05,Awnaw,Nappy Roots
2002-03-05,Knoc,"Knoc-Turn'Al With Dr. Dre & Missy ""Misdemeanor"" Elliott"
2002-03-12,Underneath Your Clothes,Shakira
2002-03-12,The Middle,Jimmy Eat World
2002-03-12,I Need A Girl (Part One),P. Diddy Featuring Usher & Loon
2002-03-12,This Woman's Work,Maxwell
2002-03-12,Drive (For Daddy Gene),Alan Jackson
2002-03-12,Too Bad,Nickelback
2002-03-12,I Should Be Sleeping,Emerson Drive
2002-03-12,No Matta What (Party All Night),Toya
2002-03-19,Here Is Gone,Goo Goo Dolls
2002-03-19,Makin' Good Love,Avant
2002-03-19,halfcrazy,Musiq
2002-03-19,Wish I Didn't Miss You,Angie Stone
2002-03-19,Give It To Her,Tanto Metro & Devonte
2002-03-26,Rainy Dayz,Mary J. Blige Featuring Ja Rule
2002-03-26,Modern Day Bonnie And Clyde,Travis Tritt
2002-03-26,Feels Good (Don't Worry Bout A Thing),Naughty By Nature Featuring 3LW
2002-03-26,Take You Home With Me a.k.a. Body,R. Kelly & Jay-Z
2002-03-26,Feel The Girl,Ms. Jade
2002-04-02,I Don't Have To Be Me ('til Monday),Steve Azar
2002-04-02,How Come You Don't Call Me,Alicia Keys
2002-04-02,Living And Living Well,George Strait
2002-04-02,Song For The Lonely,Cher
2002-04-02,Closet Freak,Cee-Lo
2002-04-09,Soak Up The Sun,Sheryl Crow
2002-04-09,Take Ya Home,Lil Bow Wow
2002-04-09,Down A** Chick,"Ja Rule Featuring Charli ""Chuck"" Baltimore"
2002-04-09,Still Fly,Big Tymers
2002-04-16,Hella Good,No Doubt
2002-04-16,Addictive,Truth Hurts Featuring Rakim
2002-04-16,Oh Boy,Cam'Ron Featuring Juelz Santana
2002-04-16,One Mic,Nas
2002-04-16,Tell Me What's It Gonna Be,Brian McKnight Featuring Jermaine Dupri
2002-04-23,I'm Gonna Be Alright,Jennifer Lopez Featuring Nas
2002-04-23,Gots Ta Be,B2K
2002-04-23,You Know That I Love You,Donell Jones
2002-04-23,Overprotected,Britney Spears
2002-04-23,Take A Message,Remy Shand
2002-04-23,Be Here,Raphael Saadiq Featuring D'Angelo
2002-04-30,Hot In Herre,Nelly
2002-04-30,I'm Gonna Miss Her (The Fishin' Song),Brad Paisley
2002-04-30,Full Moon,Brandy
2002-04-30,Say I Yi Yi,Ying Yang Twins
2002-04-30,Toxicity,System Of A Down
2002-04-30,Don't Say Goodbye,Paulina Rubio
2002-04-30,Gimme The Light,Sean Paul
2002-04-30,I Told Y'all,Petey Pablo
2002-05-07,Without Me,Eminem
2002-05-07,Someone To Love You,Ruff Endz
2002-05-07,I Don't Want You To Go,Carolyn Dawn Johnson
2002-05-07,Not A Day Goes By,Lonestar
2002-05-07,What If A Woman,Joe
2002-05-07,Days Go By,Dirty Vegas
2002-05-14,Hero,Chad Kroeger Featuring Josey Scott
2002-05-14,The One,Gary Allan
2002-05-14,Guess Who's Back,Scarface Featuring Jay-Z & Beanie Sigel
2002-05-14,Whoa Now,B Rich
2002-05-21,Walking Away,Craig David
2002-05-21,Here To Stay,Korn
2002-05-21,Quitame Ese Hombre,Pilar Montenegro
2002-05-21,My Heart Is Lost To You,Brooks & Dunn
2002-05-21,Drift & Die,Puddle Of Mudd
2002-05-21,Nothin',N.O.R.E.
2002-05-21,"My Neck, My Back",Khia Featuring DSD
2002-05-21,Just A Friend 2002,Mario
2002-05-21,Sugarhigh,Jade Anderson
2002-05-21,Grindin',Clipse
2002-05-28,No Such Thing,John Mayer
2002-05-28,Call Me,Tweet
2002-05-28,Complicated,Avril Lavigne
2002-05-28,When You Lie Next To Me,Kellie Coffey
2002-05-28,Happy,Ashanti
2002-05-28,Heaven,DJ Sammy & Yanou Featuring Do
2002-05-28,The Impossible,Joe Nichols
2002-06-04,I Need A Girl (Part Two),"P. Diddy & Ginuwine Featuring Loon, Mario Winans & Tammy Ruggeri"
2002-06-04,The Good Stuff,Kenny Chesney
2002-06-04,Why Don't We Fall In Love,Amerie
2002-06-04,One Last Breath,Creed
2002-06-04,"Courtesy Of The Red, White And Blue (The Angry American)",Toby Keith
2002-06-04,Move B***h,Ludacris Featuring Mystikal & Infamous 2.0
2002-06-04,Day + Night,Isyss Featuring Jadakiss
2002-06-11,By The Way,Red Hot Chili Peppers
2002-06-11,I Miss My Friend,Darryl Worley
2002-06-11,Where Are You Going,Dave Matthews Band
2002-06-18,Long Time Gone,Dixie Chicks
2002-06-18,Down 4 U,"Irv Gotti Presents The Inc. Featuring Ja Rule, Ashanti, Charli Baltimore & Vita"
2002-06-18,If I Could Go!,Angie Martinez Featuring Lil' Mo & Sacario
2002-06-18,For All Time,Soluna
2002-06-25,Tonight I Wanna Be Your Man,Andy Griggs
2002-06-25,Black Suits Comin' (Nod Ya Head),Will Smith Featuring Tra-Knox
2002-06-25,Love At First Sight,Kylie Minogue
2002-07-02,Just Like A Pill,P!nk
2002-07-02,Unbroken,Tim McGraw
2002-07-02,Ten Rounds With Jose Cuervo,Tracy Byrd
2002-07-02,Running Away,Hoobastank
2002-07-02,I've Got You,Marc Anthony
2002-07-02,Way Of Life,Lil Wayne
2002-07-09,A Little Less Conversation,Elvis Presley vs JXL
2002-07-09,Dilemma,Nelly Featuring Kelly Rowland
2002-07-09,Gangsta Lovin',Eve Featuring Alicia Keys
2002-07-09,Papa Don't Preach,Kelly Osbourne
2002-07-09,Two Wrongs,Wyclef Jean Featuring Claudette Ortiz
2002-07-09,In Da Wind,Trick Daddy Featuring Cee-Lo & Big Boi
2002-07-16,I Keep Looking,Sara Evans
2002-07-16,Good Times,Styles
2002-07-16,She Loves Me Not,Papa Roach
2002-07-16,Help Me Understand,Trace Adkins
2002-07-16,Hate To Say I Told You So,The Hives
2002-07-16,Tainted,Slum Village Featuring Dwele
2002-07-16,Po' Folks,Nappy Roots Featuring Anthony Hamilton
2002-07-23,Baby,Ashanti
2002-07-23,Gotta Get Thru This,Daniel Bedingfield
2002-07-23,Where Do We Go From Here,Filter
2002-07-30,The Rising,Bruce Springsteen
2002-07-30,Cleanin' Out My Closet,Eminem
2002-07-30,Feel It Boy,Beenie Man Featuring Janet
2002-07-30,Stingy,Ginuwine
2002-07-30,Flake,Jack Johnson
2002-07-30,Sweetness,Jimmy Eat World
2002-07-30,I Do (Wanna Get Close To You),3LW Featuring P. Diddy & Loon
2002-08-06,All Eyez On Me,Monica
2002-08-06,She Was,Mark Chesnutt
2002-08-06,Beautiful Mess,Diamond Rio
2002-08-06,Don't Mess With My Man,Nivea Featuring Brian & Brandon Casey
2002-08-13,Burnin' Up,"Faith Evans Featuring Missy ""Misdemeanor"" Elliott"
2002-08-13,Aerials,System Of A Down
2002-08-13,Out Of My Heart (Into Your Head),BBMak
2002-08-13,Trade It All,Fabolous Featuring P. Diddy & Jagged Edge
2002-08-13,Somebody Like You,Keith Urban
2002-08-13,Blue Jeans,Yasmeen Featuring Ghostface Killah
2002-08-20,I Care 4 U,Aaliyah
2002-08-20,Ordinary Day,Vanessa Carlton
2002-08-20,Somewhere Out There,Our Lady Peace
2002-08-20,Work In Progress,Alan Jackson
2002-08-20,American Child,Phil Vassar
2002-08-20,Luv U Better,LL Cool J
2002-08-20,Whatchulookinat,Whitney Houston
2002-08-27,Hey Ma,"Cam'Ron Featuring Juelz Santana, Freekey Zekey & Toya"
2002-08-27,Underneath It All,No Doubt Featuring Lady Saw
2002-08-27,Goodbye To You,Michelle Branch
2002-08-27,Cry,Faith Hill
2002-08-27,Oh Yeah!,"Big Tymers Featuring Tateeze, Boo & Gotti"
2002-09-03,Like I Love You,Justin Timberlake
2002-09-03,Objection (Tango),Shakira
2002-09-03,Big Machine,Goo Goo Dolls
2002-09-03,dontchange,Musiq
2002-09-03,Where Would You Be,Martina McBride
2002-09-03,Love Of My Life (An Ode To Hip Hop),Erykah Badu Featuring Common
2002-09-03,My Friends Over You,New Found Glory
2002-09-10,Sk8er Boi,Avril Lavigne
2002-09-10,Work It,"Missy ""Misdemeanor"" Elliott"
2002-09-10,When The Last Time,Clipse
2002-09-10,I'd Rather,Luther Vandross
2002-09-10,Steve McQueen,Sheryl Crow
2002-09-10,Put Me Down,Donell Jones
2002-09-17,A Moment Like This,Kelly Clarkson
2002-09-17,Dirrty,Christina Aguilera Featuring Redman
2002-09-17,Landslide,Dixie Chicks
2002-09-24,My Town,Montgomery Gentry
2002-09-24,Prayer,Disturbed
2002-09-24,Stole,Kelly Rowland
2002-09-24,Electrical Storm,U2
2002-09-24,Don't Know Why,Norah Jones
2002-09-24,Little Things,India.Arie
2002-09-24,The Streets,WC Featuring Nate Dogg
2002-09-24,"Don't Say No, Just Say Yes",Avant
2002-10-01,Lose Yourself,Eminem
2002-10-01,The Game Of Love,Santana Featuring Michelle Branch
2002-10-01,These Days,Rascal Flatts
2002-10-01,She'll Leave You With A Smile,George Strait
2002-10-01,Who's Your Daddy?,Toby Keith
2002-10-01,Are We Cuttin',Pastor Troy Featuring Ms. Jade
2002-10-08,Jenny From The Block,Jennifer Lopez Featuring Styles & Jadakiss
2002-10-08,Red Rag Top,Tim McGraw
2002-10-08,She Hates Me,Puddle Of Mudd
2002-10-08,I Am Mine,Pearl Jam
2002-10-08,Braid My Hair,Mario
2002-10-08,The Ketchup Song (Hey Hah),Las Ketchup
2002-10-08,Rock The Party,Benzino
2002-10-15,Die Another Day,Madonna
2002-10-15,You Know You're Right,Nirvana
2002-10-15,Starry Eyed Surprise,Oakenfold Featuring Shifty Shellshock
2002-10-15,I'm Gonna Getcha Good!,Shania Twain
2002-10-15,Disease,matchbox twenty
2002-10-15,React,Erick Sermon Featuring Redman
2002-10-15,Crush Tonight,Fat Joe Featuring Ginuwine
2002-10-15,Downfall,TRUSTcompany
2002-10-22,'03 Bonnie & Clyde,Jay-Z Featuring Beyonce Knowles
2002-10-22,Girl Talk,TLC
2002-10-22,Single For The Rest Of My Life,Isyss
2002-10-22,He Is,Heather Headley
2002-10-22,The One You Love,Paulina Rubio
2002-10-29,Your Body Is A Wonderland,John Mayer
2002-10-29,In A Little While,Uncle Kracker
2002-10-29,All My Life,Foo Fighters
2002-10-29,Why I Love You,B2K
2002-10-29,Bother,Stone Sour
2002-10-29,Something,Lasgo
2002-11-05,Air Force Ones,"Nelly Featuring Kyjuan, Ali & Murphy Lee"
2002-11-05,The Zephyr Song,Red Hot Chili Peppers
2002-11-05,Forgive,Rebecca Lynn Howard
2002-11-05,I Just Wanna Be Mad,Terri Clark
2002-11-05,Hit The Freeway,Toni Braxton Featuring Loon
2002-11-05,From Tha Chuuuch To Da Palace,Snoop Dogg
2002-11-05,Ignition,R. Kelly
2002-11-05,Make It Clap,Busta Rhymes Featuring Spliff Star
2002-11-12,Family Portrait,P!nk
2002-11-12,Fabulous,Jaheim Featuring Tha Rayne
2002-11-12,Fall Into Me,Emerson Drive
2002-11-12,Spin,Lifehouse
2002-11-12,Do That...,Baby Featuring P. Diddy
2002-11-12,One Of Those Days,Whitney Houston
2002-11-19,Beautiful,Christina Aguilera
2002-11-19,When I'm Gone,3 Doors Down
2002-11-19,19 Somethin',Mark Wills
2002-11-19,Thug Lovin',Ja Rule Featuring Bobby Brown
2002-11-19,Cochise,Audioslave
2002-11-26,Miss You,Aaliyah
2002-11-26,Satisfaction,Eve
2002-11-26,"Bump, Bump, Bump",B2K & P. Diddy
2002-11-26,Wanksta,50 Cent
2002-11-26,A Lot Of Things Different,Kenny Chesney
2002-11-26,The Red,Chevelle
2002-11-26,Picture,Kid Rock Featuring Sheryl Crow Or Allison Moorer
2002-12-03,Thugz Mansion,2Pac
2002-12-03,I'm With You,Avril Lavigne
2002-12-03,These Are The Days,O-Town
2002-12-03,Talkin' To Me,Amerie
2002-12-03,I Should Be...,Dru Hill
2002-12-03,Every River,Brooks & Dunn
2002-12-03,The Baby,Blake Shelton
2002-12-10,Lifestyles Of The Rich And Famous,Good Charlotte
2002-12-10,Always,Saliva
2002-12-10,Paradise,LL Cool J Featuring Amerie
2002-12-10,Sick Of Being Lonely,Field Mob
2002-12-10,Come Into My World,Kylie Minogue
2002-12-17,Cry Me A River,Justin Timberlake
2002-12-17,Made You Look,Nas
2002-12-17,Thug Holiday,Trick Daddy Featuring LaTocha Scott
2002-12-17,Come Close To Me,Common Featuring Mary J. Blige
2002-12-24,All I Have,Jennifer Lopez Featuring LL Cool J
2002-12-24,Mesmerize,Ja Rule Featuring Ashanti
2002-12-24,You Can't Hide Beautiful,Aaron Lines
2002-12-24,Fine Again,Seether
2002-12-24,Gossip Folks,"Missy ""Misdemeanor"" Elliott Featuring Ludacris"
2002-12-24,No One Knows,Queens Of The Stone Age
2002-12-24,Through The Rain,Mariah Carey
2002-12-24,Breathe,Telepopmusik
2002-12-31,Tell Me (What's Goin' On),Smilez & Southstar
2002-12-31,How You Gonna Act Like That,Tyrese
2002-12-31,Man To Man,Gary Allan
2002-12-31,All The Things She Said,t.A.T.u.
2002-12-31,Blowin' Me Up (With Her Love),JC Chasez
2003-01-08,In Da Club,50 Cent
2003-01-08,No Letting Go,Wayne Wonder
2003-01-08,B R Right,Trina Featuring Ludacris
2003-01-15,I Wish You'd Stay,Brad Paisley
2003-01-15,Beautiful Goodbye,Jennifer Hanson
2003-01-22,Unusually Unusual,Lonestar
2003-01-22,Brokenheartsville,Joe Nichols
2003-01-22,Take You Home,Angie Martinez Featuring Kelis
2003-01-29,Superman,Eminem
2003-01-29,Angel,Amanda Perez
2003-01-29,Clocks,Coldplay
2003-01-29,Travelin' Soldier,Dixie Chicks
2003-01-29,Up!,Shania Twain
2003-01-29,Can't Stop Loving You,Phil Collins
2003-02-05,The Jump Off,Lil' Kim Featuring Mr. Cheeks
2003-02-05,Can't Stop,Red Hot Chili Peppers
2003-02-05,Beautiful,Snoop Dogg Featuring Pharrell & Uncle Charlie Wilson
2003-02-05,That'd Be Alright,Alan Jackson
2003-02-05,X Gon' Give It To Ya,DMX
2003-02-05,What We Do,Freeway Featuring Jay-Z & Beanie Sigel
2003-02-12,Excuse Me Miss,JAY-Z
2003-02-12,I'd Do Anything,Simple Plan
2003-02-12,I Drove All Night,Celine Dion
2003-02-12,A.D.I.D.A.S.,Killer Mike Featuring Big Boi
2003-02-12,What Happened To That Boy,Baby Featuring Clipse
2003-02-12,Emotional Rollercoaster,Vivian Green
2003-02-12,"Ma, I Don't Love Her",Clipse Featuring Faith Evans
2003-02-12,All I Need,Fat Joe Featuring Tony Sunshine & Armageddon
2003-02-19,Hell Yeah,Ginuwine Featuring Baby
2003-02-19,Big Star,Kenny Chesney
2003-02-19,Laundromat,Nivea
2003-02-19,Get Busy,Sean Paul
2003-02-26,I Can,Nas
2003-02-26,Like A Stone,Audioslave
2003-02-26,Chrome,Trace Adkins
2003-02-26,She's My Kind Of Rain,Tim McGraw
2003-02-26,Breathe,Blu Cantrell Featuring Sean Paul
2003-03-05,I Know What You Want,Busta Rhymes & Mariah Carey Featuring The Flipmode Squad
2003-03-05,That Girl,Marques Houston
